Directive ID,Administration,President,Directive Type,Number,Title,Signed Date,Published Date,Federal Register Citation,Federal Register URL,Official PDF URL,Related Directive IDs,Relationship Notes,First Seen,Last Changed,Content Fingerprint,Review Status,ARRP Record IDs,Source IDs,Disposition Rationale,Reviewed Date
2020-09737,Trump I,Donald Trump,Proclamation,10020,"National Mental Health Awareness Month, 2020",2020-04-30,2020-05-05,85 FR 26825,https://www.federalregister.gov/documents/2020/05/05/2020-09737/national-mental-health-awareness-month-2020,https://www.govinfo.gov/content/pkg/FR-2020-05-05/pdf/2020-09737.pdf,,,2026-07-21,2026-07-21,2c09ec3365affeee18cec3b85f269ac9488fc1b9b334ea48e829c3e705c15a15,Screened — no separate action,,,Completed baseline screening found no distinct project action or retained source-development route for this directive.,2026-07-21
2020-09738,Trump I,Donald Trump,Proclamation,10021,"National Physical Fitness and Sports Month, 2020",2020-04-30,2020-05-05,85 FR 26829,https://www.federalregister.gov/documents/2020/05/05/2020-09738/national-physical-fitness-and-sports-month-2020,https://www.govinfo.gov/content/pkg/FR-2020-05-05/pdf/2020-09738.pdf,,,2026-07-21,2026-07-21,16c710633bd58b8abcec28dcb2d4632aebe48d3a770d0f575d06b23cc93cfbcd,Screened — no separate action,,,Completed baseline screening found no distinct project action or retained source-development route for this directive.,2026-07-21
2020-09739,Trump I,Donald Trump,Proclamation,10022,"Older Americans Month, 2020",2020-04-30,2020-05-05,85 FR 26831,https://www.federalregister.gov/documents/2020/05/05/2020-09739/older-americans-month-2020,https://www.govinfo.gov/content/pkg/FR-2020-05-05/pdf/2020-09739.pdf,,,2026-07-21,2026-07-21,3484b817563fb3f8a77d47cb6df227b818955967e5e45687fa05e717c36daeba,Screened — no separate action,,,Completed baseline screening found no distinct project action or retained source-development route for this directive.,2026-07-21
2020-09740,Trump I,Donald Trump,Proclamation,10023,"Loyalty Day, 2020",2020-04-30,2020-05-05,85 FR 26833,https://www.federalregister.gov/documents/2020/05/05/2020-09740/loyalty-day-2020,https://www.govinfo.gov/content/pkg/FR-2020-05-05/pdf/2020-09740.pdf,,,2026-07-21,2026-07-21,e9a957a3dbca6cf4b212b070f40db39f2984782cae2c9ca6b44cad71328960b7,Screened — no separate action,,,Completed baseline screening found no distinct project action or retained source-development route for this directive.,2026-07-21
2020-09695,Trump I,Donald Trump,Executive Order,13920,Securing the United States Bulk-Power System,2020-05-01,2020-05-04,85 FR 26595,https://www.federalregister.gov/documents/2020/05/04/2020-09695/securing-the-united-states-bulk-power-system,https://www.govinfo.gov/content/pkg/FR-2020-05-04/pdf/2020-09695.pdf,,"Suspended by: EO 13990, January 20, 2021",2026-07-21,2026-07-21,243153ac3353b2dd86c5a9c7ccd3a0b44f8ac32ed1560a8be122676db9c7e145,Screened — no separate action,,,Completed baseline screening found no distinct project action or retained source-development route for this directive.,2026-07-21
2020-09970,Trump I,Donald Trump,Proclamation,10024,"National Hurricane Preparedness Week, 2020",2020-05-01,2020-05-07,85 FR 27283,https://www.federalregister.gov/documents/2020/05/07/2020-09970/national-hurricane-preparedness-week-2020,https://www.govinfo.gov/content/pkg/FR-2020-05-07/pdf/2020-09970.pdf,,,2026-07-21,2026-07-21,f314f944acd08bde11a543a402cce740b9d8c7c8bce69de285385e85a7ae9a3e,Screened — no separate action,,,Completed baseline screening found no distinct project action or retained source-development route for this directive.,2026-07-21
2020-09972,Trump I,Donald Trump,Proclamation,10025,"Public Service Recognition Week, 2020",2020-05-01,2020-05-07,85 FR 27285,https://www.federalregister.gov/documents/2020/05/07/2020-09972/public-service-recognition-week-2020,https://www.govinfo.gov/content/pkg/FR-2020-05-07/pdf/2020-09972.pdf,,,2026-07-21,2026-07-21,b9ea4ded23b99a0c4fc51620db9b80cfd2caa0e83f4ef14a929f26bb385cafbc,Screened — no separate action,,,Completed baseline screening found no distinct project action or retained source-development route for this directive.,2026-07-21
2020-10076,Trump I,Donald Trump,Proclamation,10026,"Missing and Murdered American Indians and Alaska Natives Awareness Day, 2020",2020-05-05,2020-05-08,85 FR 27633,https://www.federalregister.gov/documents/2020/05/08/2020-10076/missing-and-murdered-american-indians-and-alaska-natives-awareness-day-2020,https://www.govinfo.gov/content/pkg/FR-2020-05-08/pdf/2020-10076.pdf,,,2026-07-21,2026-07-21,41516db63bb7048a2c78b32e729dafd5cf909f11bd346b20aa8cd3fc07b0cc73,Screened — no separate action,,,Completed baseline screening found no distinct project action or retained source-development route for this directive.,2026-07-21
2020-10225,Trump I,Donald Trump,Proclamation,10027,"National Day of Prayer, 2020",2020-05-06,2020-05-11,85 FR 27905,https://www.federalregister.gov/documents/2020/05/11/2020-10225/national-day-of-prayer-2020,https://www.govinfo.gov/content/pkg/FR-2020-05-11/pdf/2020-10225.pdf,,,2026-07-21,2026-07-21,2c782cba4e8c5d6a18c622ed1ff62d7b761a9767bef125bf774a7c30034a8609,Screened — no separate action,,,Completed baseline screening found no distinct project action or retained source-development route for this directive.,2026-07-21
2020-10226,Trump I,Donald Trump,Proclamation,10028,"National Nurses Day, 2020",2020-05-06,2020-05-11,85 FR 27907,https://www.federalregister.gov/documents/2020/05/11/2020-10226/national-nurses-day-2020,https://www.govinfo.gov/content/pkg/FR-2020-05-11/pdf/2020-10226.pdf,,,2026-07-21,2026-07-21,210afadb609fabaee804aaaf8979a496eb78227d03ce7cf062883701cd7e1e33,Screened — no separate action,,,Completed baseline screening found no distinct project action or retained source-development route for this directive.,2026-07-21
2020-10092,Trump I,Donald Trump,Notice,,Continuation of the National Emergency With Respect to the Actions of the Government of Syria,2020-05-07,2020-05-08,85 FR 27639,https://www.federalregister.gov/documents/2020/05/08/2020-10092/continuation-of-the-national-emergency-with-respect-to-the-actions-of-the-government-of-syria,https://www.govinfo.gov/content/pkg/FR-2020-05-08/pdf/2020-10092.pdf,,,2026-07-21,2026-07-21,c5036ce787c9bb6c6b1c0473ccab5c36940e6d8a3b3380eecbe257885aa13008,Screened — no separate action,,,Completed baseline screening found no distinct project action or retained source-development route for this directive.,2026-07-21
2020-10093,Trump I,Donald Trump,Notice,,Continuation of the National Emergency With Respect to the Central African Republic,2020-05-07,2020-05-08,85 FR 27641,https://www.federalregister.gov/documents/2020/05/08/2020-10093/continuation-of-the-national-emergency-with-respect-to-the-central-african-republic,https://www.govinfo.gov/content/pkg/FR-2020-05-08/pdf/2020-10093.pdf,,,2026-07-21,2026-07-21,a9d2d341c7e747deb2eef6e4ee059d656219354c5e3dce25cc7d76e6fa5ab232,Screened — no separate action,,,Completed baseline screening found no distinct project action or retained source-development route for this directive.,2026-07-21
2020-10094,Trump I,Donald Trump,Notice,,Continuation of the National Emergency With Respect to Yemen,2020-05-07,2020-05-08,85 FR 27643,https://www.federalregister.gov/documents/2020/05/08/2020-10094/continuation-of-the-national-emergency-with-respect-to-yemen,https://www.govinfo.gov/content/pkg/FR-2020-05-08/pdf/2020-10094.pdf,,,2026-07-21,2026-07-21,a0d3accbbdde2b33393167ec1be131775bf9b727c56a3b67578bb7241e6bdd48,Screened — no separate action,,,Completed baseline screening found no distinct project action or retained source-development route for this directive.,2026-07-21
2020-10314,Trump I,Donald Trump,Proclamation,10029,"Military Spouse Day, 2020",2020-05-07,2020-05-12,85 FR 28469,https://www.federalregister.gov/documents/2020/05/12/2020-10314/military-spouse-day-2020,https://www.govinfo.gov/content/pkg/FR-2020-05-12/pdf/2020-10314.pdf,,,2026-07-21,2026-07-21,a0e3f1d8b44ccc66e3c5f8d45989e84439c11e7fdba1d50e4f13ce429e5abe81,Screened — no separate action,,,Completed baseline screening found no distinct project action or retained source-development route for this directive.,2026-07-21
2020-10315,Trump I,Donald Trump,Executive Order,13921,Promoting American Seafood Competitiveness and Economic Growth,2020-05-07,2020-05-12,85 FR 28471,https://www.federalregister.gov/documents/2020/05/12/2020-10315/promoting-american-seafood-competitiveness-and-economic-growth,https://www.govinfo.gov/content/pkg/FR-2020-05-12/pdf/2020-10315.pdf,,"See: EO 13807, August 15, 2017; See: EO 14276, April 17, 2025",2026-07-21,2026-07-21,1b2cdf6b5bdc75d804edba6ddd9e8404e6d1c48e8155f3b85d359b99f8efb551,Screened — no separate action,,,Completed baseline screening found no distinct project action or retained source-development route for this directive.,2026-07-21
2020-10424,Trump I,Donald Trump,Proclamation,10030,"National Charter Schools Week, 2020",2020-05-08,2020-05-13,85 FR 28831,https://www.federalregister.gov/documents/2020/05/13/2020-10424/national-charter-schools-week-2020,https://www.govinfo.gov/content/pkg/FR-2020-05-13/pdf/2020-10424.pdf,,,2026-07-21,2026-07-21,ec5db5eb940b0d0c7243c105fbf2330383a32c079a9222d0412c9ea3b55480fe,Screened — no separate action,,,Completed baseline screening found no distinct project action or retained source-development route for this directive.,2026-07-21
2020-10425,Trump I,Donald Trump,Proclamation,10031,"National Defense Transportation Day and National Transportation Week, 2020",2020-05-08,2020-05-13,85 FR 28833,https://www.federalregister.gov/documents/2020/05/13/2020-10425/national-defense-transportation-day-and-national-transportation-week-2020,https://www.govinfo.gov/content/pkg/FR-2020-05-13/pdf/2020-10425.pdf,,,2026-07-21,2026-07-21,a4da5fa9c615a87c6b2a63c9679f7ab846a6ac4922cc75428c1b5e54acd66a0a,Screened — no separate action,,,Completed baseline screening found no distinct project action or retained source-development route for this directive.,2026-07-21
2020-10430,Trump I,Donald Trump,Proclamation,10032,"Peace Officers Memorial Day and Police Week, 2020",2020-05-08,2020-05-13,85 FR 28835,https://www.federalregister.gov/documents/2020/05/13/2020-10430/peace-officers-memorial-day-and-police-week-2020,https://www.govinfo.gov/content/pkg/FR-2020-05-13/pdf/2020-10430.pdf,,,2026-07-21,2026-07-21,286c4814ba8e65906250e547e0ad56ee1d33f50a3da8391f06ac1c7a5c90f462,Screened — no separate action,,,Completed baseline screening found no distinct project action or retained source-development route for this directive.,2026-07-21
2020-10434,Trump I,Donald Trump,Proclamation,10033,"Mother's Day, 2020",2020-05-08,2020-05-13,85 FR 28837,https://www.federalregister.gov/documents/2020/05/13/2020-10434/mothers-day-2020,https://www.govinfo.gov/content/pkg/FR-2020-05-13/pdf/2020-10434.pdf,,,2026-07-21,2026-07-21,cf50ae813ea03b69b29689de25244401406ede63810aa626fdca06957df38de1,Screened — no separate action,,,Completed baseline screening found no distinct project action or retained source-development route for this directive.,2026-07-21
2020-10437,Trump I,Donald Trump,Memorandum,,Providing Continued Federal Support for Governors' Use of the National Guard To Respond to COVID-19 and To Facilitate Economic Recovery,2020-05-08,2020-05-13,85 FR 28839,https://www.federalregister.gov/documents/2020/05/13/2020-10437/providing-continued-federal-support-for-governors-use-of-the-national-guard-to-respond-to-covid-19,https://www.govinfo.gov/content/pkg/FR-2020-05-13/pdf/2020-10437.pdf,,,2026-07-21,2026-07-21,3a93156e57131bef578def123d9ea1930d7f9748cf24ce1c37e683beacd22fff,Screened — no separate action,,,Completed baseline screening found no distinct project action or retained source-development route for this directive.,2026-07-21
2020-10749,Trump I,Donald Trump,Memorandum,,Delegation of Functions and Authorities Under Section 1260J of the National Defense Authorization Act for Fiscal Year 2020,2020-05-12,2020-05-18,85 FR 29591,https://www.federalregister.gov/documents/2020/05/18/2020-10749/delegation-of-functions-and-authorities-under-section-1260j-of-the-national-defense-authorization,https://www.govinfo.gov/content/pkg/FR-2020-05-18/pdf/2020-10749.pdf,,,2026-07-21,2026-07-21,3fb000df33277e9cec0b740bf05ba05df3b115b7676b74bd87c9b843b0aac23a,Screened — no separate action,,,Completed baseline screening found no distinct project action or retained source-development route for this directive.,2026-07-21
2020-10594,Trump I,Donald Trump,Notice,,Continuation of the National Emergency With Respect to Securing the Information and Communications Technology and Services Supply Chain,2020-05-13,2020-05-14,85 FR 29321,https://www.federalregister.gov/documents/2020/05/14/2020-10594/continuation-of-the-national-emergency-with-respect-to-securing-the-information-and-communications,https://www.govinfo.gov/content/pkg/FR-2020-05-14/pdf/2020-10594.pdf,,,2026-07-21,2026-07-21,0257b7d09be4eb4f05278648ead160b01cfccbd31313618acc40bbc3dcf4add9,Screened — no separate action,,,Completed baseline screening found no distinct project action or retained source-development route for this directive.,2026-07-21
2020-10953,Trump I,Donald Trump,Executive Order,13922,Delegating Authority Under the Defense Production Act to the Chief Executive Officer of the United States International Development Finance Corporation To Respond to the COVID-19 Outbreak,2020-05-14,2020-05-19,85 FR 30583,https://www.federalregister.gov/documents/2020/05/19/2020-10953/delegating-authority-under-the-defense-production-act-to-the-chief-executive-officer-of-the-united,https://www.govinfo.gov/content/pkg/FR-2020-05-19/pdf/2020-10953.pdf,,"See: EO 13603, March 16, 2012; EO 13911, March 27, 2020",2026-07-21,2026-07-21,623817b8a215c106103fd126bfa9c95e675301d2a5c1abfb50ff64e3a74acae2,Screened — no separate action,,,Completed baseline screening found no distinct project action or retained source-development route for this directive.,2026-07-21
2020-10992,Trump I,Donald Trump,Proclamation,10034,"Armed Forces Day, 2020",2020-05-15,2020-05-20,85 FR 30585,https://www.federalregister.gov/documents/2020/05/20/2020-10992/armed-forces-day-2020,https://www.govinfo.gov/content/pkg/FR-2020-05-20/pdf/2020-10992.pdf,,,2026-07-21,2026-07-21,45701b37eb5f1ea0f9c8837bc2bc64ba7c40318ab3882be26e1d5e757fbf5e3d,Screened — no separate action,,,Completed baseline screening found no distinct project action or retained source-development route for this directive.,2026-07-21
2020-10993,Trump I,Donald Trump,Executive Order,13923,Establishment of the Forced Labor Enforcement Task Force Under Section 741 of the United States- Mexico-Canada Agreement Implementation Act,2020-05-15,2020-05-20,85 FR 30587,https://www.federalregister.gov/documents/2020/05/20/2020-10993/establishment-of-the-forced-labor-enforcement-task-force-under-section-741-of-the-united-states-,https://www.govinfo.gov/content/pkg/FR-2020-05-20/pdf/2020-10993.pdf,,,2026-07-21,2026-07-21,3fe04ec7bd38065bbff2996304e9be627f8f6fd96cc1144d49d872c637e0ede8,Screened — no separate action,,,Completed baseline screening found no distinct project action or retained source-development route for this directive.,2026-07-21
2020-11053,Trump I,Donald Trump,Proclamation,10035,"National Safe Boating Week, 2020",2020-05-15,2020-05-20,85 FR 30819,https://www.federalregister.gov/documents/2020/05/20/2020-11053/national-safe-boating-week-2020,https://www.govinfo.gov/content/pkg/FR-2020-05-20/pdf/2020-11053.pdf,,,2026-07-21,2026-07-21,b33340d97f40ebedaff58ad719a05f374887fbdd3fa865d0160b93dbe8ee7a75,Screened — no separate action,,,Completed baseline screening found no distinct project action or retained source-development route for this directive.,2026-07-21
2020-11054,Trump I,Donald Trump,Proclamation,10036,"Emergency Medical Services Week, 2020",2020-05-15,2020-05-20,85 FR 30821,https://www.federalregister.gov/documents/2020/05/20/2020-11054/emergency-medical-services-week-2020,https://www.govinfo.gov/content/pkg/FR-2020-05-20/pdf/2020-11054.pdf,,,2026-07-21,2026-07-21,bd3d465d8e997b0bd5f0711460d6d70b3bbb91bb7d370490b73123771edcb9d8,Screened — no separate action,,,Completed baseline screening found no distinct project action or retained source-development route for this directive.,2026-07-21
2020-11064,Trump I,Donald Trump,Proclamation,10037,"World Trade Week, 2020",2020-05-15,2020-05-20,85 FR 30823,https://www.federalregister.gov/documents/2020/05/20/2020-11064/world-trade-week-2020,https://www.govinfo.gov/content/pkg/FR-2020-05-20/pdf/2020-11064.pdf,,,2026-07-21,2026-07-21,dc0c95127b320f11b84e230ac10863e8aa242d8d3917aa49060206b2e18f3d46,Screened — no separate action,,,Completed baseline screening found no distinct project action or retained source-development route for this directive.,2026-07-21
2020-11301,Trump I,Donald Trump,Executive Order,13924,Regulatory Relief To Support Economic Recovery,2020-05-19,2020-05-22,85 FR 31353,https://www.federalregister.gov/documents/2020/05/22/2020-11301/regulatory-relief-to-support-economic-recovery,https://www.govinfo.gov/content/pkg/FR-2020-05-22/pdf/2020-11301.pdf,,"See: EO 13892, October 9, 2019; Revoked by: EO 14018, February 24, 2021",2026-07-21,2026-07-21,9b1f3682ab516af3f9e2f557dbfc135104b4e7224a78fb160f386442ef3d48cf,Screened — no separate action,,,Completed baseline screening found no distinct project action or retained source-development route for this directive.,2026-07-21
2020-11217,Trump I,Donald Trump,Notice,,Continuation of the National Emergency With Respect to the Stabilization of Iraq,2020-05-20,2020-05-21,85 FR 31033,https://www.federalregister.gov/documents/2020/05/21/2020-11217/continuation-of-the-national-emergency-with-respect-to-the-stabilization-of-iraq,https://www.govinfo.gov/content/pkg/FR-2020-05-21/pdf/2020-11217.pdf,,,2026-07-21,2026-07-21,bbfd88254bad909dfc91a658d37d0c236c86b421a741e78ddcf4b51ce81fadb6,Screened — no separate action,,,Completed baseline screening found no distinct project action or retained source-development route for this directive.,2026-07-21
2020-11427,Trump I,Donald Trump,Memorandum,,Providing Continued Federal Support for Governors' Use of the National Guard To Respond to COVID-19 and To Facilitate Economic Recovery,2020-05-20,2020-05-26,85 FR 31665,https://www.federalregister.gov/documents/2020/05/26/2020-11427/providing-continued-federal-support-for-governors-use-of-the-national-guard-to-respond-to-covid-19,https://www.govinfo.gov/content/pkg/FR-2020-05-26/pdf/2020-11427.pdf,,,2026-07-21,2026-07-21,95c18fb6d4edb8974f3b3336417f2d1917b0fe67ead38d776aaa5e8a8d324b7d,Screened — no separate action,,,Completed baseline screening found no distinct project action or retained source-development route for this directive.,2026-07-21
2020-11538,Trump I,Donald Trump,Proclamation,10038,"National Maritime Day, 2020",2020-05-21,2020-05-27,85 FR 31927,https://www.federalregister.gov/documents/2020/05/27/2020-11538/national-maritime-day-2020,https://www.govinfo.gov/content/pkg/FR-2020-05-27/pdf/2020-11538.pdf,,,2026-07-21,2026-07-21,bf28655af1dd4148e985806dd5afcde16740bff6de991246bc6612fa3e479fdb,Screened — no separate action,,,Completed baseline screening found no distinct project action or retained source-development route for this directive.,2026-07-21
2020-11539,Trump I,Donald Trump,Proclamation,10039,Honoring the Victims of the Novel Coronavirus Pandemic,2020-05-21,2020-05-27,85 FR 31929,https://www.federalregister.gov/documents/2020/05/27/2020-11539/honoring-the-victims-of-the-novel-coronavirus-pandemic,https://www.govinfo.gov/content/pkg/FR-2020-05-27/pdf/2020-11539.pdf,,,2026-07-21,2026-07-21,c1ed09a8d262197fe4cc3b65d32bad85fcb4f25eb77bcbda750b048852435549,Screened — no separate action,,,Completed baseline screening found no distinct project action or retained source-development route for this directive.,2026-07-21
2020-11542,Trump I,Donald Trump,Proclamation,10040,"Prayer for Peace, Memorial Day, 2020",2020-05-21,2020-05-27,85 FR 31931,https://www.federalregister.gov/documents/2020/05/27/2020-11542/prayer-for-peace-memorial-day-2020,https://www.govinfo.gov/content/pkg/FR-2020-05-27/pdf/2020-11542.pdf,,,2026-07-21,2026-07-21,5178e90cc565e89989fec38c19f461d6fd75f84dcd325cef6337cdfc48140407,Screened — no separate action,,,Completed baseline screening found no distinct project action or retained source-development route for this directive.,2026-07-21
2020-11616,Trump I,Donald Trump,Proclamation,10041,Suspension of Entry as Immigrants and Nonimmigrants of Certain Additional Persons Who Pose a Risk of Transmitting 2019 Novel Coronavirus,2020-05-24,2020-05-28,85 FR 31933,https://www.federalregister.gov/documents/2020/05/28/2020-11616/suspension-of-entry-as-immigrants-and-nonimmigrants-of-certain-additional-persons-who-pose-a-risk-of,https://www.govinfo.gov/content/pkg/FR-2020-05-28/pdf/2020-11616.pdf,,,2026-07-21,2026-07-21,185702029206e46435fbd8d5fb7db070a4cb96963490366c1fe2e8a52f4d8191,Routed,HOR-041,SRC-1327,Completed baseline screening linked this directive to the listed ARRP and source-development records.,2026-07-21
2020-11670,Trump I,Donald Trump,Proclamation,10042,"Amendment to Proclamation of May 24, 2020, Suspending Entry as Immigrants and Nonimmigrants of Certain Additional Persons Who Pose a Risk of Transmitting 2019 Novel Coronavirus",2020-05-25,2020-05-28,85 FR 32291,https://www.federalregister.gov/documents/2020/05/28/2020-11670/amendment-to-proclamation-of-may-24-2020-suspending-entry-as-immigrants-and-nonimmigrants-of-certain,https://www.govinfo.gov/content/pkg/FR-2020-05-28/pdf/2020-11670.pdf,,,2026-07-21,2026-07-21,703912d80517cb0d391245c77f7825b0c6d5f8bf57d85b080626893dd4c8e83a,Screened — no separate action,,,Completed baseline screening found no distinct project action or retained source-development route for this directive.,2026-07-21
2020-12030,Trump I,Donald Trump,Executive Order,13925,Preventing Online Censorship,2020-05-28,2020-06-02,85 FR 34079,https://www.federalregister.gov/documents/2020/06/02/2020-12030/preventing-online-censorship,https://www.govinfo.gov/content/pkg/FR-2020-06-02/pdf/2020-12030.pdf,,"Revoked by: EO 14029, May 14, 2021",2026-07-21,2026-07-21,4951bcd03b380597c368ce95a5c94a7ea07e48a13181b8f251a9be2edd843e05,Screened — no separate action,,,Completed baseline screening found no distinct project action or retained source-development route for this directive.,2026-07-21
2020-12217,Trump I,Donald Trump,Proclamation,10043,Suspension of Entry as Nonimmigrants of Certain Students and Researchers From the People's Republic of China,2020-05-29,2020-06-04,85 FR 34353,https://www.federalregister.gov/documents/2020/06/04/2020-12217/suspension-of-entry-as-nonimmigrants-of-certain-students-and-researchers-from-the-peoples-republic,https://www.govinfo.gov/content/pkg/FR-2020-06-04/pdf/2020-12217.pdf,,,2026-07-21,2026-07-21,22312702d4b943e36deb4d682fe38d9f5936892181b7fe89948b6cd493409d1e,Routed,HOR-041,SRC-1210,Completed baseline screening linked this directive to the listed ARRP and source-development records.,2026-07-21
2020-12415,Trump I,Donald Trump,Proclamation,10044,"African-American Music Appreciation Month, 2020",2020-05-29,2020-06-05,85 FR 34941,https://www.federalregister.gov/documents/2020/06/05/2020-12415/african-american-music-appreciation-month-2020,https://www.govinfo.gov/content/pkg/FR-2020-06-05/pdf/2020-12415.pdf,,,2026-07-21,2026-07-21,71f343fd72d7326c907174d0abed8240dfdf14694634bd096a365f0b295e5d02,Screened — no separate action,,,Completed baseline screening found no distinct project action or retained source-development route for this directive.,2026-07-21
2020-12416,Trump I,Donald Trump,Proclamation,10045,"Great Outdoors Month, 2020",2020-05-29,2020-06-05,85 FR 34943,https://www.federalregister.gov/documents/2020/06/05/2020-12416/great-outdoors-month-2020,https://www.govinfo.gov/content/pkg/FR-2020-06-05/pdf/2020-12416.pdf,,,2026-07-21,2026-07-21,58d56c6f28ccd89759ecfbafbc6ded853a6756eacd7bf581041e9227834e50d6,Screened — no separate action,,,Completed baseline screening found no distinct project action or retained source-development route for this directive.,2026-07-21
2020-12418,Trump I,Donald Trump,Proclamation,10046,"National Caribbean-American Heritage Month, 2020",2020-05-29,2020-06-05,85 FR 34945,https://www.federalregister.gov/documents/2020/06/05/2020-12418/national-caribbean-american-heritage-month-2020,https://www.govinfo.gov/content/pkg/FR-2020-06-05/pdf/2020-12418.pdf,,,2026-07-21,2026-07-21,9b89590a4708469c228fd383ad87d0418d860192537d545ad494b9215f4666e9,Screened — no separate action,,,Completed baseline screening found no distinct project action or retained source-development route for this directive.,2026-07-21
2020-12421,Trump I,Donald Trump,Proclamation,10047,"National Homeownership Month, 2020",2020-05-29,2020-06-05,85 FR 34947,https://www.federalregister.gov/documents/2020/06/05/2020-12421/national-homeownership-month-2020,https://www.govinfo.gov/content/pkg/FR-2020-06-05/pdf/2020-12421.pdf,,,2026-07-21,2026-07-21,a7ff347aa8a8856ceadd0dbf1bb4f5e6f48352b5c04521721290eb2691deb36a,Screened — no separate action,,,Completed baseline screening found no distinct project action or retained source-development route for this directive.,2026-07-21
2020-12428,Trump I,Donald Trump,Proclamation,10048,"National Ocean Month, 2020",2020-05-29,2020-06-05,85 FR 34949,https://www.federalregister.gov/documents/2020/06/05/2020-12428/national-ocean-month-2020,https://www.govinfo.gov/content/pkg/FR-2020-06-05/pdf/2020-12428.pdf,,,2026-07-21,2026-07-21,aaae84358723d49a88e74f082b6ecf554fb3319864cae02c638b404852edcd04,Screened — no separate action,,,Completed baseline screening found no distinct project action or retained source-development route for this directive.,2026-07-21
2020-12430,Trump I,Donald Trump,Executive Order,13926,Advancing International Religious Freedom,2020-06-02,2020-06-05,85 FR 34951,https://www.federalregister.gov/documents/2020/06/05/2020-12430/advancing-international-religious-freedom,https://www.govinfo.gov/content/pkg/FR-2020-06-05/pdf/2020-12430.pdf,,"See: EO 13818, December 20, 2017",2026-07-21,2026-07-21,7f00bee66e64c6d6d21056aa218a2c4cf06649b4745c0012b044d18dda6bf521,Screened — no separate action,,,Completed baseline screening found no distinct project action or retained source-development route for this directive.,2026-07-21
2020-12431,Trump I,Donald Trump,Memorandum,,Providing Continued Federal Support for Governors' Use of the National Guard To Respond to COVID-19 and To Facilitate Economic Recovery,2020-06-02,2020-06-05,85 FR 34955,https://www.federalregister.gov/documents/2020/06/05/2020-12431/providing-continued-federal-support-for-governors-use-of-the-national-guard-to-respond-to-covid-19,https://www.govinfo.gov/content/pkg/FR-2020-06-05/pdf/2020-12431.pdf,,,2026-07-21,2026-07-21,250f7fd8d75de8b286145c032da124da96968a40904b28f8f753b10bbd557a5f,Screened — no separate action,,,Completed baseline screening found no distinct project action or retained source-development route for this directive.,2026-07-21
2020-12584,Trump I,Donald Trump,Executive Order,13927,Accelerating the Nation's Economic Recovery From the COVID-19 Emergency by Expediting Infrastructure Investments and Other Activities,2020-06-04,2020-06-09,85 FR 35165,https://www.federalregister.gov/documents/2020/06/09/2020-12584/accelerating-the-nations-economic-recovery-from-the-covid-19-emergency-by-expediting-infrastructure,https://www.govinfo.gov/content/pkg/FR-2020-06-09/pdf/2020-12584.pdf,,"Revoked by: EO 13990, January 20, 2021",2026-07-21,2026-07-21,d987464dfd300048e288322e224ca7be813fe19dc62f29981601bfb7642a2b8f,Screened — no separate action,,,Completed baseline screening found no distinct project action or retained source-development route for this directive.,2026-07-21
2020-12585,Trump I,Donald Trump,Memorandum,,Protecting United States Investors From Significant Risks From Chinese Companies,2020-06-04,2020-06-09,85 FR 35171,https://www.federalregister.gov/documents/2020/06/09/2020-12585/protecting-united-states-investors-from-significant-risks-from-chinese-companies,https://www.govinfo.gov/content/pkg/FR-2020-06-09/pdf/2020-12585.pdf,,,2026-07-21,2026-07-21,f1df390a05f52a12d67cb0fdf27d7085413e31231b526be176756fec4018e5f8,Screened — no separate action,,,Completed baseline screening found no distinct project action or retained source-development route for this directive.,2026-07-21
2020-12823,Trump I,Donald Trump,Proclamation,10049,Modifying the Northeast Canyons and Seamounts Marine National Monument,2020-06-05,2020-06-11,85 FR 35793,https://www.federalregister.gov/documents/2020/06/11/2020-12823/modifying-the-northeast-canyons-and-seamounts-marine-national-monument,https://www.govinfo.gov/content/pkg/FR-2020-06-11/pdf/2020-12823.pdf,,,2026-07-21,2026-07-21,1ad7d049c113acd443ea50cdc99bee238a5bf3ec494f1d956b09c36c367eab03,Screened — no separate action,,,Completed baseline screening found no distinct project action or retained source-development route for this directive.,2026-07-21
2020-13389,Trump I,Donald Trump,Determination,2020-06,Presidential Determination Pursuant to Section 1245(d)(4)(B) and (C) of the National Defense Authorization Act for Fiscal Year 2012,2020-06-05,2020-06-19,85 FR 36995,https://www.federalregister.gov/documents/2020/06/19/2020-13389/presidential-determination-pursuant-to-section-1245d4b-and-c-of-the-national-defense-authorization,https://www.govinfo.gov/content/pkg/FR-2020-06-19/pdf/2020-13389.pdf,,,2026-07-21,2026-07-21,482f6ff6f5b15e70d8fb745f8c973dc7986004e2495904e3560adcd99d30c162,Screened — no separate action,,,Completed baseline screening found no distinct project action or retained source-development route for this directive.,2026-07-21
